연번,시,구,동,도로명,시도청,경찰서,관서명,구분,전화번호,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,기준주소
610,경기도,수원시,영통구,에듀타운로 82,경기남부청,수원남부,광교,지구대,031 - 299 - 1198,경기 수원시 영통구 에듀타운로 82,경기 수원시 영통구 에듀타운로 82,204154.0,420732.0,정좌표,41117103001134718,새주소,경기도 수원시 영통구 에듀타운로 82,경기도 수원시 영통구 이의동 1347-6,165090,41117600000,광교1동,41117103000,이의동,경기도 수원시 영통구 에듀타운로 82
611,경기도,수원시,팔달구,덕영대로 944,경기남부청,수원서부,매산,지구대,031-8012-1090,경기도 수원시 팔달구 덕영대로 944,경기도 수원시 팔달구 덕영대로 944,200074.0,418045.0,정좌표,41115134001001818,새주소,경기도 수원시 팔달구 덕영대로 944,경기도 수원시 팔달구 매산로1가 18,166220,41115660000,매산동,41115134000,매산로1가,경기도 수원시 팔달구 덕영대로 944
612,경기도,수원시,권선구,구운로73번길 18-13,경기남부청,수원서부,서호,지구대,031-8012-1092,수원시 권선구 구운로73번길 18-13,수원시 권선구 구운로73번길 18-13,197396.0,419861.0,정좌표,41113132001093818,새주소,경기도 수원시 권선구 구운로73번길 18-13,경기도 수원시 권선구 구운동 938,164060,41113650000,구운동,41113132000,구운동,경기도 수원시 권선구 구운로73번길 18-13
613,경기도,수원시,권선구,서부로 1673,경기남부청,수원서부,고색,파출소,031-8012-1094,경기 수원시 권선구 서부로 1673,경기 수원시 권선구 서부로 1673,197476.0,417408.0,정좌표,41113133001091118,새주소,경기도 수원시 권선구 서부로 1673,경기도 수원시 권선구 탑동 911,166260,41113560000,서둔동,41113133000,탑동,경기도 수원시 권선구 서부로 1673
614,경기도,수원시,팔달구,고등로 50,경기남부청,수원서부,고등,파출소,031-8012-1095,경기도 수원시 팔달구 고등동 고등로 50,경기도 수원시 팔달구 고등동 고등로 50,200149.0,419008.0,정좌표,41115137001010518,새주소,경기도 수원시 팔달구 고등로 50,경기도 수원시 팔달구 고등동 105-25,164540,41115670000,고등동,41115137000,고등동,경기도 수원시 팔달구 고등로 50
615,경기도,수원시,권선구,금곡로 190,경기남부청,수원서부,호매실,지구대,031-8012-1093,경기도 수원시 권선구 금곡동 금곡로 190,경기도 수원시 권선구 금곡동 금곡로 190,195623.0,419028.0,정좌표,41113134001111918,새주소,경기도 수원시 권선구 금곡로 190,경기도 수원시 권선구 금곡동 1119-1,163970,41113662000,금곡동,41113134000,금곡동,경기도 수원시 권선구 금곡로 190
616,경기도,수원시,팔달구,매산로116번길 50,경기남부청,수원서부,유천,파출소,031-8012-1096,경기도 수원시 팔달구 매교동 매산로 116번길 50,경기도 수원시 팔달구 매교동 매산로 116번길 50,201205.0,418578.0,정좌표,4111513300100770318,새주소,경기도 수원시 팔달구 매산로116번길 50,경기도 수원시 팔달구 매교동 77-63,164640,41115650000,매교동,41115133000,매교동,경기도 수원시 팔달구 매산로116번길 50
617,경기도,수원시,권선구,당진로32번길 28-4,경기남부청,수원서부,당수,파출소,031-8012-1097,경기도 수원시 권선구 당진로 32번길 28-4,경기도 수원시 권선구 당진로 32번길 28-4,194767.0,421083.0,정좌표,41113141001015918,새주소,경기도 수원시 권선구 당진로32번길 28-4,경기도 수원시 권선구 당수동 159-1,163750,41113700000,입북동,41113141000,당수동,경기도 수원시 권선구 당진로32번길 28-4
618,경기도,안양시,동안구,흥안대로223번길 30-1,경기남부청,안양동안,갈산,지구대,031-456-1113,경기도 안양시 동안구 흥안대로223번길 30-1,경기도 안양시 동안구 흥안대로223번길 30-1,196938.0,430475.0,정좌표,41173104001111818,새주소,경기도 안양시 동안구 흥안대로223번길 30-1,경기도 안양시 동안구 호계동 1118-1,141060,41173630000,갈산동,41173104000,호계동,경기도 안양시 동안구 흥안대로223번길 30-1
619,경기도,안양시,동안구,동편로 190,경기남부청,안양동안,인덕원,지구대,031-423-0112,경기도 안양시 동안구 동편로 190,경기도 안양시 동안구 동편로 190,197282.0,433781.0,정좌표,4117310200117318,새주소,경기도 안양시 동안구 동편로 190,경기도 안양시 동안구 관양동 1730,139300,41173552000,관양동,41173102000,관양동,경기도 안양시 동안구 동편로 190
620,경기도,안양시,동안구,관악대로 125,경기남부청,안양동안,비산,지구대,031-447-0112,경기도 안양시 동안구 관악대로 125,경기도 안양시 동안구 관악대로 125,194444.0,433003.0,정좌표,41173101001045918,새주소,경기도 안양시 동안구 관악대로 125,경기도 안양시 동안구 비산동 459-57,139220,41173510000,비산1동,41173101000,비산동,경기도 안양시 동안구 관악대로 125
621,경기도,안양시,동안구,경수대로508번길 17,경기남부청,안양동안,범계,지구대,031-452-5607,경기도 안양시 동안구 경수대로508번길 17,경기도 안양시 동안구 경수대로508번길 17,196286.0,429577.0,정좌표,41173104001100618,새주소,경기도 안양시 동안구 경수대로508번길 17,경기도 안양시 동안구 호계동 1006-9,141230,41173600000,호계3동,41173104000,호계동,경기도 안양시 동안구 경수대로508번길 17
622,경기도,안양시,동안구,평촌대로217번길 57,경기남부청,안양동안,평안,지구대,031-381-0112,경기도 안양시 동안구 평촌대로217번길 57,경기도 안양시 동안구 평촌대로217번길 57,195742.0,431979.0,정좌표,41173104001105118,새주소,경기도 안양시 동안구 평촌대로217번길 57,경기도 안양시 동안구 호계동 1051-2,140720,41173610000,범계동,41173104000,호계동,경기도 안양시 동안구 평촌대로217번길 57
623,경기도,안양시,동안구,관평로138번길 43,경기남부청,안양동안,호계,파출소,031-384-0112,경기도 안양시 동안구 관평로138번길 43,경기도 안양시 동안구 관평로138번길 43,196779.0,432030.0,정좌표,4117310300108960318,새주소,경기도 안양시 동안구 관평로138번길 43,경기도 안양시 동안구 평촌동 896-5,140680,41173576000,평안동,41173103000,평촌동,경기도 안양시 동안구 관평로138번길 43
624,경기도,안양시,만안구,안양로170번길 20,경기남부청,안양만안,명학,지구대,031-8041-6172,경기도 안양시 만안구 안양로170번길 20,경기도 안양시 만안구 안양로170번길 20,193771.0,431949.0,정좌표,41171101001044118,새주소,경기도 안양시 만안구 안양로170번길 20,경기도 안양시 만안구 안양동 441-1,140330,41171560000,안양6동,41171101000,안양동,경기도 안양시 만안구 안양로170번길 20
625,경기도,안양시,만안구,병목안로 56,경기남부청,안양만안,안양,지구대,031-8041-6113,경기도 안양시 만안구 병목안로 56,경기도 안양시 만안구 병목안로 56,192457.0,432728.0,정좌표,41171101001078218,새주소,경기도 안양시 만안구 병목안로 56,경기도 안양시 만안구 안양동 782-82,140020,41171540000,안양4동,41171101000,안양동,경기도 안양시 만안구 병목안로 56
626,경기도,안양시,만안구,경수대로 1161,경기남부청,안양만안,석수,지구대,031-8041-6174,경기도 안양시 만안구 경수대로 1161,경기도 안양시 만안구 경수대로 1161,192706.0,434739.0,정좌표,41171101001004218,새주소,경기도 안양시 만안구 경수대로 1161,경기도 안양시 만안구 안양동 42-17,139580,41171520000,안양2동,41171101000,안양동,경기도 안양시 만안구 경수대로 1161
627,경기도,안양시,만안구,박달로 492,경기남부청,안양만안,박달,지구대,031-8041-6175,경기도 안양시 만안구 박달로 492,경기도 안양시 만안구 박달로 492,191710.0,433351.0,정좌표,4117110300100940318,새주소,경기도 안양시 만안구 박달로 492,경기도 안양시 만안구 박달동 94-136,140080,41171630000,박달2동,41171103000,박달동,경기도 안양시 만안구 박달로 492
628,경기도,군포시,군포로,511,경기남부청,군포,군포,지구대,031-452-0112,경기도 군포시 군포로 511,경기도 군포시 군포로 511,195019.0,427790.0,정좌표,41410101001077518,새주소,경기도 군포시 군포로 511,경기도 군포시 당동 775-18,158600,41410510000,군포1동,41410101000,당동,경기도 군포시 군포로 511
629,경기도,군포시,수리산로203번길,51,경기남부청,군포,산본,지구대,031-397-4112,경기도 군포시 수리산로203번길 51,경기도 군포시 수리산로203번길 51,193426.0,429540.0,정좌표,41410104001110518,새주소,경기도 군포시 수리산로203번길 51,경기도 군포시 산본동 1105-4,158200,41410620000,광정동,41410104000,산본동,경기도 군포시 수리산로203번길 51
630,경기도,군포시,대야1로24번길,4,경기남부청,군포,대야,파출소,031-438-1125,경기도 군포시 대야1로 24번길 4,경기도 군포시 대야1로 24번길 4,192618.0,425096.0,정좌표,41410108001065418,새주소,경기도 군포시 대야1로24번길 4,경기도 군포시 대야미동 654-1,158870,41410610000,대야동,41410108000,대야미동,경기도 군포시 대야1로24번길 4
631,경기도,군포시,군포로683번길,31,경기남부청,군포,금정,파출소,031-453-0105,경기도 군포시 군포로 683번길 31,경기도 군포시 군포로 683번길 31,194973.0,429287.0,정좌표,41410105001090418,새주소,경기도 군포시 군포로683번길 31,경기도 군포시 금정동 904,158120,41410560000,금정동,41410105000,금정동,경기도 군포시 군포로683번길 31
632,경기도,군포시,번영로,6-4,경기남부청,군포,송부,파출소,031-391-0112,경기도 군포시 번영로 6-4,경기도 군포시 번영로 6-4,194599.0,424530.0,정좌표,41410103001111118,새주소,경기도 군포시 번영로 6-4,경기도 군포시 부곡동 1111-1,158800,41410630000,송부동,41410103000,부곡동,경기도 군포시 번영로 6-4
633,경기도,성남시,수정구,모란로 1,경기남부청,성남수정,수진,지구대,031-750-4020,성남시 수정구 모란로 1,성남시 수정구 모란로 1,211295.0,436861.0,정좌표,41131103001479518,새주소,경기도 성남시 수정구 모란로 1,경기도 성남시 수정구 수진동 4795,133140,41131580000,수진2동,41131103000,수진동,경기도 성남시 수정구 모란로 1
634,경기도,성남시,수정구,시민로 150,경기남부청,성남수정,신흥,지구대,031-750-4030,성남시 수정구 시민로 150,성남시 수정구 시민로 150,212687.0,437722.0,정좌표,41131101001377518,새주소,경기도 성남시 수정구 시민로 150,경기도 성남시 수정구 신흥동 3775,133520,41131530000,신흥3동,41131101000,신흥동,경기도 성남시 수정구 시민로 150
635,경기도,성남시,수정구,수정로 145,경기남부청,성남수정,중앙,파출소,031-750-4040,성남시 수정구 수정로 145,성남시 수정구 수정로 145,211988.0,437821.0,정좌표,41131102001349818,새주소,경기도 성남시 수정구 수정로 145,경기도 성남시 수정구 태평동 3498-2,132920,41131550000,태평2동,41131102000,태평동,경기도 성남시 수정구 수정로 145
636,경기도,성남시,수정구,수정로279번길 5,경기남부청,성남수정,산성,파출소,031-750-4014,성남시 수정구 수정로 279번길 5,성남시 수정구 수정로 279번길 5,212809.0,438637.0,정좌표,41131101001003718,새주소,경기도 성남시 수정구 수정로279번길 5,경기도 성남시 수정구 신흥동 37,132590,41131520000,신흥2동,41131101000,신흥동,경기도 성남시 수정구 수정로279번길 5
637,경기도,성남시,수정구,단대로 15,경기남부청,성남수정,단대,파출소,031-750-4010,성남시 수정구 단대로 15,성남시 수정구 단대로 15,213969.0,438932.0,정좌표,41131104001010118,새주소,경기도 성남시 수정구 단대로 15,경기도 성남시 수정구 단대동 101-4,131440,41131590000,단대동,41131104000,단대동,경기도 성남시 수정구 단대로 15
638,경기도,성남시,수정구,탄리로 21,경기남부청,성남수정,수진1,파출소,031-750-4024,성남시 수정구 탄리로 21,성남시 수정구 탄리로 21,212221.0,437400.0,정좌표,41131103001192118,새주소,경기도 성남시 수정구 탄리로 21,경기도 성남시 수정구 수진동 1921,133320,41131570000,수진1동,41131103000,수진동,경기도 성남시 수정구 탄리로 21
639,경기도,성남시,수정구,남문로 128,경기남부청,성남수정,태평4,파출소,031-750-4034,성남시 수정구 남문로 128,성남시 수정구 남문로 128,212396.0,438422.0,정좌표,4113110200172918,새주소,경기도 성남시 수정구 남문로 128,경기도 성남시 수정구 태평동 7290,132790,41131561000,태평4동,41131102000,태평동,경기도 성남시 수정구 남문로 128
