연번,시,구,동,도로명,시도청,경찰서,치안센터명,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,기준주소
291,충청남도,보령시,주산면,충서로 410-5,충남청,보령,주산치안센터,충남 보령시 주산면 충서로410-5,충남 보령시 주산면 충서로410-5,167053,299853,정좌표,44180380211056818,새주소,충청남도 보령시 주산면 충서로 410-5,충청남도 보령시 주산면 금암리 568-6,335170,44180380000,주산면,44180380210,주산면 금암리,충청남도 보령시 주산면 충서로 410-5
292,충청남도,보령시,주교면,울계큰길 364,충남청,보령,주교치안센터,충남 보령시 주교면 울계큰길 364,충남 보령시 주교면 울계큰길 364,161353,321022,정좌표,44180410211021618,새주소,충청남도 보령시 주교면 울계큰길 364,충청남도 보령시 주교면 주교리 216-6,334150,44180410000,주교면,44180410210,주교면 주교리,충청남도 보령시 주교면 울계큰길 364
293,충청남도,보령시,청소면,청소큰길 137,충남청,보령,청소치안센터,충남 보령시 청소면 청소큰길 137,충남 보령시 청소면 청소큰길 137,163042,326984,정좌표,44180340211047418,새주소,충청남도 보령시 청소면 청소큰길 137,충청남도 보령시 청소면 진죽리 474-1,334180,44180340000,청소면,44180340210,청소면 진죽리,충청남도 보령시 청소면 청소큰길 137
294,충청남도,당진시,우강면,평야2로 52,충남청,당진,우강치안센터,충남 당진시 우강면 평야2로 52,충남 당진시 우강면 평야2로 52,181037,368090,정좌표,44270370211019618,새주소,충청남도 당진시 우강면 평야2로 52,충청남도 당진시 우강면 창리 196-10,317540,44270370000,우강면,44270370210,우강면 창리,충청남도 당진시 우강면 평야2로 52
295,충청남도,당진시,고대면,구장터길 5,충남청,당진,고대치안센터,충남 당진시 고대면 구장터길5,충남 당진시 고대면 구장터길5,163965,380473,정좌표,44270310211066418,새주소,충청남도 당진시 고대면 구장터길 5,충청남도 당진시 고대면 용두리 664-7,317930,44270310000,고대면,44270310210,고대면 용두리,충청남도 당진시 고대면 구장터길 5
296,충청남도,당진시,정미면,천의길 2,충남청,당진,정미치안센터,충남 당진시 정미면 천의길 2,충남 당진시 정미면 천의길 2,161286,375975,정좌표,44270340211026318,새주소,충청남도 당진시 정미면 천의길 2,충청남도 당진시 정미면 천의리 263-8,318000,44270340000,정미면,44270340210,정미면 천의리,충청남도 당진시 정미면 천의길 2
297,충청남도,당진시,대호지면,4.4만세로 35,충남청,당진,대호지치안센터,충남 당진시 대호지면 4.4만세로 35,충남 당진시 대호지면 4.4만세로 35,155568,377776,정좌표,44270330211019818,새주소,충청남도 당진시 대호지면 4.4만세로 35,충청남도 당진시 대호지면 조금리 198-1,317980,44270330000,대호지면,44270330210,대호지면 조금리,충청남도 당진시 대호지면 4.4만세로 35
298,충청남도,당진시,석문면,난지1길 359,충남청,당진,대난지도치안센터,충남 당진시 난지1길 359,충남 당진시 난지1길 359,150913,394817,정좌표,44270320261000418,새주소,충청남도 당진시 석문면 난지1길 359,충청남도 당진시 석문면 난지도리 4-1,317080,44270320000,석문면,44270320260,석문면 난지도리,충청남도 당진시 석문면 난지1길 359
299,충청남도,홍성군,구항면,구항길61번길 5,충남청,홍성,구항치안센터,충남 홍성군 구항면 구항길61번길 5 구항치안센터,충남 홍성군 구항면 구항길61번길 5 구항치안센터,164621,343164,정좌표,44800390221065918,새주소,충청남도 홍성군 구항면 구항길61번길 5,충청남도 홍성군 구항면 오봉리 659-4,322130,44800390000,구항면,44800390220,구항면 오봉리,충청남도 홍성군 구항면 구항길61번길 5
300,충청남도,홍성군,은하면,은하로 246,충남청,홍성,은하치안센터,충남 홍성군 은하면 은하로 246 은하치안센터,충남 홍성군 은하면 은하로 246 은하치안센터,163164,336749,정좌표,4480035021101518,새주소,충청남도 홍성군 은하면 은하로 246,충청남도 홍성군 은하면 대천리 150-1,322100,44800350000,은하면,44800350210,은하면 대천리,충청남도 홍성군 은하면 은하로 246
301,충청남도,홍성군,결성면,홍남서로 733,충남청,홍성,결성치안센터,충남 홍성군 결성면 홍남서로 733 결성치안센터,충남 홍성군 결성면 홍남서로 733 결성치안센터,159373,336125,정좌표,44800360211037918,새주소,충청남도 홍성군 결성면 홍남서로 733,충청남도 홍성군 결성면 읍내리 379-3,322120,44800360000,결성면,44800360210,결성면 읍내리,충청남도 홍성군 결성면 홍남서로 733
302,충청남도,홍성군,장곡면,홍남동로 471,충남청,홍성,장곡치안센터,충남 홍성군 장곡면 홍남동로 471 장곡치안센터,충남 홍성군 장곡면 홍남동로 471 장곡치안센터,172335,333755,정좌표,44800340211050818,새주소,충청남도 홍성군 장곡면 홍남동로 471,충청남도 홍성군 장곡면 도산리 508-3,322980,44800340000,장곡면,44800340210,장곡면 도산리,충청남도 홍성군 장곡면 홍남동로 471
303,충청남도,홍성군,홍북읍,홍북로 442-1,충남청,홍성,홍북치안센터,충남 홍성군 홍북읍 홍북로 442-1,충남 홍성군 홍북읍 홍북로 442-1,172394,349836,정좌표,448002562610218,새주소,충청남도 홍성군 홍북읍 홍북로 442-1,충청남도 홍성군 홍북읍 대동리 200-4,322780,44800256000,홍북읍,44800256260,홍북읍 대동리,충청남도 홍성군 홍북읍 홍북로 442-1
304,충청남도,예산군,예산읍,예산로 194,충남청,예산,읍내치안센터,충남 예산군 예산로 194,충남 예산군 예산로 194,186203,353103,정좌표,44810250211043818,새주소,충청남도 예산군 예산읍 예산로 194,충청남도 예산군 예산읍 예산리 438-4,324360,44810250000,예산읍,44810250210,예산읍 예산리,충청남도 예산군 예산읍 예산로 194
305,충청남도,예산군,오가면,오가중앙로 159-6,충남청,예산,오가치안센터,충남 예산군 오가면 오가중앙로 159-6,충남 예산군 오가면 오가중앙로 159-6,182627,353840,정좌표,44810400211005818,새주소,충청남도 예산군 오가면 오가중앙로 159-6,충청남도 예산군 오가면 역탑리 58-28,324250,44810400000,오가면,44810400210,오가면 역탑리,충청남도 예산군 오가면 오가중앙로 159-6
306,충청남도,예산군,응봉면,응봉로 165,충남청,예산,응봉치안센터,충남 예산군 응봉면 응봉로 165,충남 예산군 응봉면 응봉로 165,178796,351116,정좌표,44810350311027818,새주소,충청남도 예산군 응봉면 응봉로 165,충청남도 예산군 응봉면 송석리 278-18,324460,44810350000,응봉면,44810350310,응봉면 송석리,충청남도 예산군 응봉면 응봉로 165
307,충청남도,예산군,고덕면,고덕중앙로 56,충남청,예산,고덕치안센터,충남 예산군 고덕면 고덕중앙로 56,충남 예산군 고덕면 고덕중앙로 56,173454,360380,정좌표,44810380211078718,새주소,충청남도 예산군 고덕면 고덕중앙로 56,충청남도 예산군 고덕면 대천리 787-2,324030,44810380000,고덕면,44810380210,고덕면 대천리,충청남도 예산군 고덕면 고덕중앙로 56
308,충청남도,예산군,봉산면,봉산로 367,충남청,예산,봉산치안센터,충남 예산군 봉산면 봉산로 367,충남 예산군 봉산면 봉산로 367,171446,360852,정좌표,44810370221000118,새주소,충청남도 예산군 봉산면 봉산로 367,충청남도 예산군 봉산면 구암리 1,324040,44810370000,봉산면,44810370220,봉산면 구암리,충청남도 예산군 봉산면 봉산로 367
309,충청남도,예산군,신암면,추사고택로 2,충남청,예산,신암치안센터,충남 예산군 신암면 추사고택로 2,충남 예산군 신암면 추사고택로 2,184186,360310,정좌표,44810390231025318,새주소,충청남도 예산군 신암면 추사고택로 2,충청남도 예산군 신암면 두곡리 253-13,324170,44810390000,신암면,44810390230,신암면 두곡리,충청남도 예산군 신암면 추사고택로 2
310,충청남도,예산군,신양면,청신로 368,충남청,예산,신양치안센터,충남 예산군 신양면 청신로 368,충남 예산군 신양면 청신로 368,188107,344510,정좌표,44810320211035118,새주소,충청남도 예산군 신양면 청신로 368,충청남도 예산군 신양면 신양리 351-3,324530,44810320000,신양면,44810320210,신양면 신양리,충청남도 예산군 신양면 청신로 368
311,충청남도,예산군,대흥면,예당로 859,충남청,예산,대흥치안센터,충남 예산군 대흥면 예당로 859,충남 예산군 대흥면 예당로 859,181368,344987,정좌표,44810340221026818,새주소,충청남도 예산군 대흥면 예당로 859,충청남도 예산군 대흥면 상중리 268,324500,44810340000,대흥면,44810340220,대흥면 상중리,충청남도 예산군 대흥면 예당로 859
312,충청남도,부여군,옥산면,안골로 1,충남청,부여,옥산치안센터,부여군 옥산면 안골로 1,부여군 옥산면 안골로 1,175733,298940,정좌표,44760370291036618,새주소,충청남도 부여군 옥산면 안골로 1,충청남도 부여군 옥산면 안서리 366-18,332050,44760370000,옥산면,44760370290,옥산면 안서리,충청남도 부여군 옥산면 안골로 1
313,충청남도,부여군,양화면,입포로53번길 10-3,충남청,부여,양화치안센터,부여군 양화면 입포로53번길 10-3,부여군 양화면 입포로53번길 10-3,189255,292835,정좌표,44760400231005318,새주소,충청남도 부여군 양화면 입포로53번길 10-3,충청남도 부여군 양화면 입포리 53-1,332140,44760400000,양화면,44760400230,양화면 입포리,충청남도 부여군 양화면 입포로53번길 10-3
314,충청남도,부여군,충화면,팔충로 766,충남청,부여,충화치안센터,부여군 충화면 팔충로 766,부여군 충화면 팔충로 766,183829,297967,정좌표,44760390211019518,새주소,충청남도 부여군 충화면 팔충로 766,충청남도 부여군 충화면 천당리 195-2,332120,44760390000,충화면,44760390210,충화면 천당리,충청남도 부여군 충화면 팔충로 766
315,충청남도,부여군,장암면,장암로 7,충남청,부여,장암치안센터,부여군 장암면 장암로 7,부여군 장암면 장암로 7,189591,304807,정좌표,44760420271059518,새주소,충청남도 부여군 장암면 장암로 7,충청남도 부여군 장암면 석동리 595-2,331830,44760420000,장암면,44760420270,장암면 석동리,충청남도 부여군 장암면 장암로 7
316,충청남도,부여군,남면,남성로 422,충남청,부여,남면치안센터,부여군 남면 남성로 422,부여군 남면 남성로 422,182465,301302,정좌표,44760380251063418,새주소,충청남도 부여군 남면 남성로 422,충청남도 부여군 남면 회동리 634-2,332090,44760380000,남면,44760380250,남면 회동리,충청남도 부여군 남면 남성로 422
317,충청남도,부여군,초촌면,초촌로 37,충남청,부여,초촌치안센터,부여군 초촌면 초촌로 37,부여군 초촌면 초촌로 37,201912,306913,정좌표,44760450241012218,새주소,충청남도 부여군 초촌면 초촌로 37,충청남도 부여군 초촌면 응평리 122-3,331750,44760450000,초촌면,44760450240,초촌면 응평리,충청남도 부여군 초촌면 초촌로 37
318,충청남도,부여군,내산면,성충로 1012,충남청,부여,내산치안센터,부여군 내산면 성충로 1012,부여군 내산면 성충로 1012,180400,308021,정좌표,44760340211048618,새주소,충청남도 부여군 내산면 성충로 1012,충청남도 부여군 내산면 운치리 486-3,331950,44760340000,내산면,44760340210,내산면 운치리,충청남도 부여군 내산면 성충로 1012
319,충청남도,서천군,시초면,시초북로 21,충남청,서천,시초치안센터,충청남도 서천군 시초면 시초북로 21,충청남도 서천군 시초면 시초북로 21,177502,291231,정좌표,44770360211006318,새주소,충청남도 서천군 시초면 시초북로 21,충청남도 서천군 시초면 초현리 63-4,336200,44770360000,시초면,44770360210,시초면 초현리,충청남도 서천군 시초면 시초북로 21
320,충청남도,서천군,기산면,기산길 70-2,충남청,서천,기산치안센터,충청남도 서천군 기산길 70-2,충청남도 서천군 기산길 70-2,178613,285949,정좌표,44770330211024218,새주소,충청남도 서천군 기산면 기산길 70-2,충청남도 서천군 기산면 화산리 242-1,336280,44770330000,기산면,44770330210,기산면 화산리,충청남도 서천군 기산면 기산길 70-2
