연번,시도청,경찰서,관서명,구분,전화번호,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,법정동코드_10자리,시도코드,시군구코드,읍면동코드,시,구,동,지역구별 지구대/파출소 수
409,인천청,인천중부,영흥,파출소,032-760-8311,인천광역시 옹진군 영흥면 영흥북로 29,인천광역시 옹진군 영흥면 영흥북로 29,155506.0,417249.0,정좌표,2.87203602210008e+18,새주소,인천광역시 옹진군 영흥면 영흥북로 29,인천광역시 옹진군 영흥면 내리 8-21,23118.0,2872036000.0,영흥면,2872036022.0,영흥면 내리,2872036022,28,720,36022,서울특별시,옹진군,영흥면 내리,6.0
410,인천청,인천중부,북도,파출소,032-760-8312,인천광역시 옹진군 시도로 61번길 91,인천광역시 옹진군 시도로 61번길 91,149282.0,448096.0,정좌표,2.87203102110319e+18,새주소,인천광역시 옹진군 북도면 시도로61번길 91,인천광역시 옹진군 북도면 시도리 319,23114.0,2872031000.0,북도면,2872031021.0,북도면 시도리,2872031021,28,720,31021,서울특별시,옹진군,북도면 시도리,6.0
411,인천청,인천중부,대청,파출소,032-760-8315,인천광역시 옹진군 대청로 7번길 9,인천광역시 옹진군 대청로 7번길 9,-1260.0,482672.0,정좌표,2.87203402110384e+18,새주소,인천광역시 옹진군 대청면 대청로7번길 9,인천광역시 옹진군 대청면 대청리 384-1,23105.0,2872034000.0,대청면,2872034021.0,대청면 대청리,2872034021,28,720,34021,서울특별시,옹진군,대청면 대청리,6.0
412,인천청,인천중부,연평,파출소,032-760-8314,인천광역시 옹진군 연평면 연평로137번길 5,인천광역시 옹진군 연평면 연평로137번길 5,85267.0,462746.0,정좌표,2.87203802110325e+18,새주소,인천광역시 옹진군 연평면 연평로137번길 5,인천광역시 옹진군 연평면 연평리 325-125,23108.0,2872038000.0,연평면,2872038021.0,연평면 연평리,2872038021,28,720,38021,서울특별시,옹진군,연평면 연평리,6.0
413,인천청,인천중부,백령,파출소,032-760-8316,인천광역시 옹진군 백령면 백령로278번길 57,인천광역시 옹진군 백령면 백령로278번길 57,-584.0,499239.0,정좌표,2.8720330211089e+18,새주소,인천광역시 옹진군 백령면 백령로278번길 57,인천광역시 옹진군 백령면 진촌리 890-1,23101.0,2872033000.0,백령면,2872033021.0,백령면 진촌리,2872033021,28,720,33021,서울특별시,옹진군,백령면 진촌리,6.0
414,인천청,인천중부,덕적,파출소,032-760-8313,인천광역시 옹진군 덕적면 덕적북로 117번길,인천광역시 옹진군 덕적면 덕적북로 117번길,123131.0,415461.0,도로중심좌표,28720.0,새주소,인천광역시 옹진군 덕적면 덕적북로 117번길,인천광역시 옹진군 덕적면,,2872035000.0,덕적면,2872035000.0,덕적면,2872035000,28,720,35000,서울특별시,옹진군,덕적면,6.0
415,인천청,인천중부,용유,파출소,032-760-8309,인천광역시 중구 마시란로 314-20,인천광역시 중구 마시란로 314-20,146952.0,438242.0,정좌표,2.81101500020094e+18,새주소,인천광역시 중구 마시란로 314-20,인천광역시 중구 남북동 산 94-9,22384.0,2811063000.0,용유동,2811015000.0,남북동,2811015000,28,110,15000,서울특별시,종로구,남북동,100.0
416,인천청,인천중부,송현,파출소,032-760-8305,인천광역시 동구 수문통로 77,인천광역시 동구 수문통로 77,167823.0,442281.0,정좌표,2.8140103001006607e+18,새주소,인천광역시 동구 수문통로 77,인천광역시 동구 송현동 66-775,22522.0,2814053000.0,화수2동,2814010300.0,송현동,2814010300,28,140,10300,서울특별시,중구,송현동,66.0
417,인천청,인천중부,동인천,파출소,032-760-8306,인천광역시 중구 참외전로 119,인천광역시 중구 참외전로 119,167348.0,441588.0,정좌표,2.81101360010001e+18,새주소,인천광역시 중구 참외전로 119,인천광역시 중구 인현동 1-1,22317.0,2811058500.0,동인천동,2811013600.0,인현동,2811013600,28,110,13600,서울특별시,종로구,인현동,100.0
418,인천청,인천중부,서흥,파출소,032-760-8307,인천광역시 동구 샛골로 195,인천광역시 동구 샛골로 195,168548.0,442028.0,정좌표,2.81401030010012e+18,새주소,인천광역시 동구 샛골로 195,인천광역시 동구 송현동 12-62,22540.0,2814057000.0,송현3동,2814010300.0,송현동,2814010300,28,140,10300,서울특별시,중구,송현동,66.0
419,인천청,인천중부,영종,지구대,032-760-8319,인천광역시 중구 하늘달빛로 118,인천광역시 중구 하늘달빛로 118,160586.0,443043.0,정좌표,2.81101450011878e+18,새주소,인천광역시 중구 하늘달빛로 118,인천광역시 중구 중산동 1878-8,22401.0,2811062200.0,영종1동,2811014500.0,중산동,2811014500,28,110,14500,서울특별시,종로구,중산동,100.0
420,인천청,인천미추홀,학동,지구대,032-717-9301,인천 미추홀구 학익소로63번길 92,인천 미추홀구 학익소로63번길 92,171137.0,437584.0,정좌표,2.81771030010052e+18,새주소,인천광역시 미추홀구 학익소로63번길 92,인천광역시 미추홀구 학익동 52-19,22222.0,2817759000.0,학익2동,2817710300.0,학익동,2817710300,28,177,10300,서울특별시,미추홀구,학익동,8.0
421,인천청,인천미추홀,숭의,지구대,032-717-9303,인천 미추홀구 용현동 488-109,인천 미추홀구 용현동 488-109,168611.0,439556.0,정좌표,2.81771020010488e+18,구주소,인천광역시 남구 인주대로 78,인천광역시 미추홀구 용현동 488-109,,2817755000.0,용현2동,2817710200.0,용현동,2817710200,28,177,10200,서울특별시,남구,용현동,7.0
422,인천청,인천미추홀,도화,지구대,032-717-9305,인천 미추홀구 숙골로87번길 22,인천 미추홀구 숙골로87번길 22,169947.0,440926.0,정좌표,2.81771040010997e+18,새주소,인천광역시 미추홀구 숙골로87번길 22,인천광역시 미추홀구 도화동 997-6,22100.0,2817761000.0,도화2.3동,2817710400.0,도화동,2817710400,28,177,10400,서울특별시,미추홀구,도화동,8.0
423,인천청,인천미추홀,주안역,지구대,032-717-9307,인천 미추홀구 주안로 71,인천 미추홀구 주안로 71,171411.0,440296.0,정좌표,2.81771050010263e+18,새주소,인천광역시 미추홀구 주안로 71,인천광역시 미추홀구 주안동 263-1,22132.0,2817762000.0,주안1동,2817710500.0,주안동,2817710500,28,177,10500,서울특별시,미추홀구,주안동,8.0
424,인천청,인천미추홀,주안,지구대,032-717-9059,인천 미추홀구 인하로448,인천 미추홀구 인하로448,173067.0,438073.0,정좌표,2.81771060010013e+18,새주소,인천광역시 미추홀구 인하로 448,인천광역시 미추홀구 관교동 13-12,22241.0,2817770000.0,관교동,2817710600.0,관교동,2817710600,28,177,10600,서울특별시,미추홀구,관교동,8.0
425,인천청,인천미추홀,문학,지구대,032-717-9313,인천 미추홀구 소성로 340,인천 미추홀구 소성로 340,172049.0,437278.0,정좌표,2.8177107001039e+18,새주소,인천광역시 미추홀구 소성로 340,인천광역시 미추홀구 문학동 390-1,22238.0,2817771000.0,문학동,2817710700.0,문학동,2817710700,28,177,10700,서울특별시,미추홀구,문학동,8.0
426,인천청,인천미추홀,주안2,파출소,032-717-9319,인천 미추홀구 인하로 196,인천 미추홀구 인하로 196,170698.0,438535.0,정좌표,2.81771050010748e+18,새주소,인천광역시 미추홀구 인하로 196,인천광역시 미추홀구 주안동 748-1,22218.0,2817764000.0,주안3동,2817710500.0,주안동,2817710500,28,177,10500,서울특별시,미추홀구,주안동,8.0
427,인천청,인천미추홀,용오,파출소,032-717-9315,인천 미추홀구 용오로 24,인천 미추홀구 용오로 24,167904.0,439352.0,정좌표,2.81771020010623e+18,새주소,인천광역시 미추홀구 용오로 24,인천광역시 미추홀구 용현동 623-10,22186.0,2817757000.0,용현5동,2817710200.0,용현동,2817710200,28,177,10200,서울특별시,미추홀구,용현동,8.0
428,인천청,인천미추홀,석암,파출소,032-717-9313,인천 미추홀구 경인로 455-1,인천 미추홀구 경인로 455-1,172552.0,439609.0,정좌표,2.81771050010954e+18,새주소,인천광역시 미추홀구 경인로 455-1,인천광역시 미추홀구 주안동 954-1,22144.0,2817767000.0,주안6동,2817710500.0,주안동,2817710500,28,177,10500,서울특별시,미추홀구,주안동,8.0
429,인천청,인천남동,만수,지구대,032-718-9311,인천광역시 남동구 만수서로 68,인천광역시 남동구 만수서로 68,176367.0,439952.0,정좌표,2.82001030011119e+18,새주소,인천광역시 남동구 만수서로 68,인천광역시 남동구 만수동 1119-2,21524.0,2820057000.0,만수2동,2820010300.0,만수동,2820010300,28,200,10300,서울특별시,성동구,만수동,65.0
430,인천청,인천남동,구월,지구대,032-718-9303,인천 남동구 인하로 623,인천 남동구 인하로 623,174803.0,437929.0,정좌표,2.82001010011516e+18,새주소,인천광역시 남동구 인하로 623,인천광역시 남동구 구월동 1516,21585.0,2820051000.0,구월1동,2820010100.0,구월동,2820010100,28,200,10100,서울특별시,성동구,구월동,65.0
431,인천청,인천남동,간석,지구대,032-718-9305,인천 남동구 석산로 176,인천 남동구 석산로 176,174425.0,439849.0,정좌표,2.82001020010939e+18,새주소,인천광역시 남동구 석산로 176,인천광역시 남동구 간석동 939-1,21548.0,2820054000.0,간석2동,2820010200.0,간석동,2820010200,28,200,10200,서울특별시,성동구,간석동,65.0
432,인천청,인천남동,정각,지구대,032-718-9302,인천 남동구 용천로74,인천 남동구 용천로74,174719.0,439358.0,정좌표,2.82001010010024e+18,새주소,인천광역시 남동구 용천로 74,인천광역시 남동구 구월동 24-1,21562.0,2820052000.0,구월2동,2820010100.0,구월동,2820010100,28,200,10100,서울특별시,성동구,구월동,65.0
433,인천청,인천남동,간석4,파출소,032-718-9307,인천 남동구 석정로522번길 7,인천 남동구 석정로522번길 7,172941.0,440469.0,도로중심좌표,28200.0,새주소,인천광역시 남동구 석정로,인천광역시 남동구,,,,,,0000000000,00,000,00000,서울특별시,남동구,석정로,1.0
434,인천청,인천남동,구월3,파출소,032-718-9319,인천광역시 남동구 문화서로49번길 16,인천광역시 남동구 문화서로49번길 16,172978.0,438681.0,정좌표,2.82001010011121e+18,새주소,인천광역시 남동구 문화서로49번길 16,인천광역시 남동구 구월동 1121-13,21566.0,2820052100.0,구월3동,2820010100.0,구월동,2820010100,28,200,10100,서울특별시,성동구,구월동,65.0
435,인천청,인천부평,철마,지구대,032-363-1003,인천광역시 부평구 마장로251,인천광역시 부평구 마장로251,173617.0,444296.0,정좌표,2.82371030010199e+18,새주소,인천광역시 부평구 마장로 251,인천광역시 부평구 산곡동 199-49,21370.0,2823758000.0,산곡2동,2823710300.0,산곡동,2823710300,28,237,10300,서울특별시,부평구,산곡동,11.0
436,인천청,인천부평,동암,지구대,032-363-1002,인천광역시 부평구 배곶로 50,인천광역시 부평구 배곶로 50,173119.0,441204.0,정좌표,2.82371020010301e+18,새주소,인천광역시 부평구 배곶로 50,인천광역시 부평구 십정동 301-15,21452.0,2823769000.0,십정2동,2823710200.0,십정동,2823710200,28,237,10200,서울특별시,부평구,십정동,11.0
437,인천청,인천부평,역전,지구대,032-363-1001,인천광역시 부평구 광장로 6,인천광역시 부평구 광장로 6,175398.0,443209.0,정좌표,2.82371010010126e+18,새주소,인천광역시 부평구 광장로 6,인천광역시 부평구 부평동 126-16,21404.0,2823751000.0,부평1동,2823710100.0,부평동,2823710100,28,237,10100,서울특별시,부평구,부평동,11.0
438,인천청,인천부평,백운,파출소,032-363-1005,인천광역시 부평구 마장로 84,인천광역시 부평구 마장로 84,174120.0,442708.0,정좌표,2.8237102001017e+18,새주소,인천광역시 부평구 마장로 84,인천광역시 부평구 십정동 170-61,21405.0,2823753000.0,부평3동,2823710200.0,십정동,2823710200,28,237,10200,서울특별시,부평구,십정동,11.0
439,인천청,인천부평,청천,지구대,032-363-1006,인천광역시 부평구 안남로 307,인천광역시 부평구 안남로 307,174209.0,445392.0,정좌표,2.8237104001019203e+18,새주소,인천광역시 부평구 안남로 307,인천광역시 부평구 청천동 192-7,21313.0,2823759200.0,청천2동,2823710400.0,청천동,2823710400,28,237,10400,서울특별시,부평구,청천동,11.0
440,인천청,인천부평,부평2,파출소,032-363-1004,인천광역시 부평구 부영로 7,인천광역시 부평구 부영로 7,174962.0,442680.0,정좌표,2.8237101001076004e+18,새주소,인천광역시 부평구 부영로 7,인천광역시 부평구 부평동 760-372,21409.0,2823752000.0,부평2동,2823710100.0,부평동,2823710100,28,237,10100,서울특별시,부평구,부평동,11.0
441,인천청,인천서부,검단,지구대,032-453-3167,인천광역시 서구 완정로 181,인천광역시 서구 완정로 181,169568.0,455612.0,정좌표,2.82601200010638e+18,새주소,인천광역시 서구 완정로 181,인천광역시 서구 왕길동 638-3,22616.0,2826072000.0,오류왕길동,2826012000.0,왕길동,2826012000,28,260,12000,서울특별시,중랑구,왕길동,29.0
442,인천청,인천서부,서곶,지구대,032-453-3158,인천광역시 서구 승학로402번길,인천광역시 서구 승학로402번길,171302.0,450707.0,도로중심좌표,28260.0,새주소,인천광역시 서구 승학로402번길,인천광역시 서구,,,,,,0000000000,00,000,00000,서울특별시,서구,승학로402번길,2.0
443,인천청,인천서부,가좌,지구대,032-453-3164,인천광역시 서구 원적로 59,인천광역시 서구 원적로 59,171630.0,443393.0,정좌표,2.82601120010212e+18,새주소,인천광역시 서구 원적로 59,인천광역시 서구 가좌동 212-39,22817.0,2826060000.0,가좌3동,2826011200.0,가좌동,2826011200,28,260,11200,서울특별시,중랑구,가좌동,29.0
444,인천청,인천서부,석남,지구대,032-453-3161,인천광역시 서구 가정로294번길 23,인천광역시 서구 가정로294번길 23,171222.0,445475.0,정좌표,2.82601100010465e+18,새주소,인천광역시 서구 가정로294번길 23,인천광역시 서구 석남동 465-2,22784.0,2826055000.0,석남1동,2826011000.0,석남동,2826011000,28,260,11000,서울특별시,중랑구,석남동,29.0
445,인천청,인천서부,청라,지구대,032-453-3317,인천광역시 서구 청라라임로 66,인천광역시 서구 청라라임로 66,169334.0,447965.0,정좌표,2.82601220010165e+18,새주소,인천광역시 서구 청라라임로 66,인천광역시 서구 청라동 165-4,22738.0,2826053600.0,청라1동,2826012200.0,청라동,2826012200,28,260,12200,서울특별시,중랑구,청라동,29.0
